Week,Airports,Class,Passengers
1988-10-24,SYD-BNE,Economy,13399.0
1988-10-31,SYD-BNE,Economy,13261.0
1988-11-07,SYD-BNE,Economy,13500.0
1988-11-14,SYD-BNE,Economy,13287.0
1988-11-21,SYD-BNE,Economy,13029.0
1988-11-28,SYD-BNE,Economy,13029.0
1988-12-05,SYD-BNE,Economy,12848.0
1988-12-12,SYD-BNE,Economy,11910.0
1988-12-19,SYD-BNE,Economy,11375.0
1988-12-26,SYD-BNE,Economy,12465.0
1989-01-02,SYD-BNE,Economy,11869.0
1989-01-09,SYD-BNE,Economy,11663.0
1989-01-16,SYD-BNE,Economy,10925.0
1989-01-23,SYD-BNE,Economy,10770.0
1989-01-30,SYD-BNE,Economy,11736.0
1989-02-06,SYD-BNE,Economy,12800.0
1989-02-13,SYD-BNE,Economy,12038.0
1989-02-20,SYD-BNE,Economy,12974.0
1989-02-27,SYD-BNE,Economy,11386.0
1989-03-06,SYD-BNE,Economy,13666.0
1989-03-13,SYD-BNE,Economy,13830.0
1989-03-20,SYD-BNE,Economy,13825.0
1989-03-27,SYD-BNE,Economy,12193.0
1989-04-03,SYD-BNE,Economy,10939.0
1989-04-10,SYD-BNE,Economy,11645.0
1989-04-17,SYD-BNE,Economy,11125.0
1989-04-24,SYD-BNE,Economy,11303.0
1989-05-01,SYD-BNE,Economy,10538.0
1989-05-08,SYD-BNE,Economy,11310.0
1989-05-15,SYD-BNE,Economy,12022.0
1989-05-22,SYD-BNE,Economy,10945.0
1989-05-29,SYD-BNE,Economy,12452.0
1989-06-05,SYD-BNE,Economy,12218.0
1989-06-12,SYD-BNE,Economy,14406.0
1989-06-19,SYD-BNE,Economy,13867.0
1989-06-26,SYD-BNE,Economy,14223.0
1989-07-03,SYD-BNE,Economy,14115.0
1989-07-10,SYD-BNE,Economy,13075.0
1989-07-17,SYD-BNE,Economy,11230.0
1989-07-24,SYD-BNE,Economy,11091.0
1989-07-31,SYD-BNE,Economy,12670.0
1989-08-07,SYD-BNE,Economy,10683.0
1989-08-14,SYD-BNE,Economy,4172.0
1989-08-21,SYD-BNE,Economy,0.0
1989-08-28,SYD-BNE,Economy,0.0
1989-09-04,SYD-BNE,Economy,0.0
1989-09-11,SYD-BNE,Economy,0.0
1989-09-18,SYD-BNE,Economy,0.0
1989-09-25,SYD-BNE,Economy,0.0
1989-10-02,SYD-BNE,Economy,0.0
1989-10-09,SYD-BNE,Economy,4097.0
1989-10-16,SYD-BNE,Economy,4188.0
1989-10-23,SYD-BNE,Economy,4547.0
1989-10-30,SYD-BNE,Economy,6705.0
1989-11-06,SYD-BNE,Economy,10442.0
1989-11-13,SYD-BNE,Economy,10000.0
1989-11-20,SYD-BNE,Economy,10235.0
1989-11-27,SYD-BNE,Economy,10120.0
1989-12-04,SYD-BNE,Economy,11364.0
1989-12-11,SYD-BNE,Economy,10545.0
1989-12-18,SYD-BNE,Economy,10158.0
1989-12-25,SYD-BNE,Economy,12155.0
1990-01-01,SYD-BNE,Economy,10710.0
1990-01-08,SYD-BNE,Economy,13083.0
1990-01-15,SYD-BNE,Economy,14757.0
1990-01-22,SYD-BNE,Economy,11600.0
1990-01-29,SYD-BNE,Economy,10231.0
1990-02-05,SYD-BNE,Economy,11118.0
1990-02-12,SYD-BNE,Economy,10786.0
1990-02-19,SYD-BNE,Economy,10358.0
1990-02-26,SYD-BNE,Economy,10544.0
1990-03-05,SYD-BNE,Economy,10603.0
1990-03-12,SYD-BNE,Economy,11316.0
1990-03-19,SYD-BNE,Economy,11809.0
1990-03-26,SYD-BNE,Economy,12009.0
1990-04-02,SYD-BNE,Economy,14752.0
1990-04-09,SYD-BNE,Economy,15465.0
1990-04-16,SYD-BNE,Economy,13312.0
1990-04-23,SYD-BNE,Economy,11587.0
1990-04-30,SYD-BNE,Economy,11652.0
1990-05-07,SYD-BNE,Economy,11236.0
1990-05-14,SYD-BNE,Economy,11368.0
1990-05-21,SYD-BNE,Economy,10770.0
1990-05-28,SYD-BNE,Economy,13492.0
1990-06-04,SYD-BNE,Economy,13561.0
1990-06-11,SYD-BNE,Economy,12983.0
1990-06-18,SYD-BNE,Economy,15045.0
1990-06-25,SYD-BNE,Economy,15340.0
1990-07-02,SYD-BNE,Economy,15216.0
1990-07-09,SYD-BNE,Economy,13557.0
1990-07-16,SYD-BNE,Economy,13250.0
1990-07-23,SYD-BNE,Economy,12754.0
1990-07-30,SYD-BNE,Economy,13717.0
1990-08-06,SYD-BNE,Economy,14144.0
1990-08-13,SYD-BNE,Economy,14417.0
1990-08-20,SYD-BNE,Economy,14363.0
1990-08-27,SYD-BNE,Economy,14483.0
1990-09-03,SYD-BNE,Economy,14980.0
1990-09-10,SYD-BNE,Economy,16836.0
1990-09-17,SYD-BNE,Economy,15838.0
1990-09-24,SYD-BNE,Economy,17317.0
1990-10-01,SYD-BNE,Economy,14910.0
1990-10-08,SYD-BNE,Economy,14266.0
1990-10-15,SYD-BNE,Economy,13908.0
1990-10-22,SYD-BNE,Economy,13373.0
1990-10-29,SYD-BNE,Economy,13000.0
1990-11-05,SYD-BNE,Economy,13250.0
1990-11-12,SYD-BNE,Economy,14053.0
1990-11-19,SYD-BNE,Economy,14267.0
1990-11-26,SYD-BNE,Economy,14160.0
1990-12-03,SYD-BNE,Economy,14581.0
1990-12-10,SYD-BNE,Economy,16422.0
1990-12-17,SYD-BNE,Economy,15038.0
1990-12-24,SYD-BNE,Economy,15808.0
1990-12-31,SYD-BNE,Economy,14635.0
1991-01-07,SYD-BNE,Economy,15005.0
1991-01-14,SYD-BNE,Economy,14845.0
1991-01-21,SYD-BNE,Economy,12367.0
1991-01-28,SYD-BNE,Economy,13495.0
1991-02-04,SYD-BNE,Economy,13382.0
1991-02-11,SYD-BNE,Economy,13619.0
1991-02-18,SYD-BNE,Economy,12759.0
1991-02-25,SYD-BNE,Economy,11605.0
1991-03-04,SYD-BNE,Economy,12660.0
1991-03-11,SYD-BNE,Economy,12056.0
1991-03-18,SYD-BNE,Economy,14875.0
1991-03-25,SYD-BNE,Economy,13297.0
1991-04-01,SYD-BNE,Economy,13699.0
1991-04-08,SYD-BNE,Economy,13008.0
1991-04-15,SYD-BNE,Economy,13670.0
1991-04-22,SYD-BNE,Economy,14050.0
1991-04-29,SYD-BNE,Economy,13488.0
1991-05-06,SYD-BNE,Economy,14215.0
1991-05-13,SYD-BNE,Economy,13630.0
1991-05-20,SYD-BNE,Economy,13660.0
1991-05-27,SYD-BNE,Economy,13932.0
1991-06-03,SYD-BNE,Economy,16136.0
1991-06-10,SYD-BNE,Economy,16118.0
1991-06-17,SYD-BNE,Economy,15830.0
1991-06-24,SYD-BNE,Economy,18003.0
1991-07-01,SYD-BNE,Economy,19442.0
1991-07-08,SYD-BNE,Economy,19820.0
1991-07-15,SYD-BNE,Economy,18040.0
1991-07-22,SYD-BNE,Economy,16621.0
1991-07-29,SYD-BNE,Economy,17490.0
1991-08-05,SYD-BNE,Economy,18425.0
1991-08-12,SYD-BNE,Economy,18620.0
1991-08-19,SYD-BNE,Economy,18780.0
1991-08-26,SYD-BNE,Economy,19590.0
1991-09-02,SYD-BNE,Economy,19965.0
1991-09-09,SYD-BNE,Economy,20675.0
1991-09-16,SYD-BNE,Economy,21004.0
1991-09-23,SYD-BNE,Economy,22770.0
1991-09-30,SYD-BNE,Economy,22335.0
1991-10-07,SYD-BNE,Economy,21700.0
1991-10-14,SYD-BNE,Economy,19867.0
1991-10-21,SYD-BNE,Economy,18561.0
1991-10-28,SYD-BNE,Economy,18511.0
1991-11-04,SYD-BNE,Economy,20316.0
1991-11-11,SYD-BNE,Economy,19699.0
1991-11-18,SYD-BNE,Economy,20163.0
1991-11-25,SYD-BNE,Economy,17344.0
1991-12-02,SYD-BNE,Economy,16967.0
1991-12-09,SYD-BNE,Economy,19076.0
1991-12-16,SYD-BNE,Economy,22248.0
1991-12-23,SYD-BNE,Economy,21741.0
1991-12-30,SYD-BNE,Economy,21103.0
1992-01-06,SYD-BNE,Economy,19486.0
1992-01-13,SYD-BNE,Economy,18503.0
1992-01-20,SYD-BNE,Economy,16502.0
1992-01-27,SYD-BNE,Economy,15414.0
1992-02-03,SYD-BNE,Economy,17317.0
1992-02-10,SYD-BNE,Economy,16995.0
1992-02-17,SYD-BNE,Economy,16099.0
1992-02-24,SYD-BNE,Economy,15234.0
1992-03-02,SYD-BNE,Economy,15236.0
1992-03-09,SYD-BNE,Economy,15406.0
1992-03-16,SYD-BNE,Economy,12665.0
1992-03-23,SYD-BNE,Economy,12038.0
1992-03-30,SYD-BNE,Economy,12566.0
1992-04-06,SYD-BNE,Economy,15869.0
1992-04-13,SYD-BNE,Economy,15399.0
1992-04-20,SYD-BNE,Economy,12437.0
1992-04-27,SYD-BNE,Economy,11981.0
1992-05-04,SYD-BNE,Economy,12006.0
1992-05-11,SYD-BNE,Economy,13315.0
1992-05-18,SYD-BNE,Economy,12415.0
1992-05-25,SYD-BNE,Economy,14444.0
1992-06-01,SYD-BNE,Economy,14109.0
1992-06-08,SYD-BNE,Economy,15411.0
1992-06-15,SYD-BNE,Economy,16466.0
1992-06-22,SYD-BNE,Economy,18798.0
1992-06-29,SYD-BNE,Economy,17499.0
1992-07-06,SYD-BNE,Economy,20474.0
1992-07-13,SYD-BNE,Economy,18394.0
1992-07-20,SYD-BNE,Economy,17462.0
1992-07-27,SYD-BNE,Economy,16751.0
1992-08-03,SYD-BNE,Economy,17471.0
1992-08-10,SYD-BNE,Economy,18263.0
1992-08-17,SYD-BNE,Economy,18162.0
1992-08-24,SYD-BNE,Economy,17316.0
1992-08-31,SYD-BNE,Economy,18107.0
1992-09-07,SYD-BNE,Economy,19876.0
1992-09-14,SYD-BNE,Economy,19745.0
1992-09-21,SYD-BNE,Economy,20766.0
1992-09-28,SYD-BNE,Economy,19809.0
1992-10-05,SYD-BNE,Economy,17856.0
1992-10-12,SYD-BNE,Economy,17311.0
1992-10-19,SYD-BNE,Economy,17674.0
1992-10-26,SYD-BNE,Economy,16481.0
1992-11-02,SYD-BNE,Economy,16375.0
1992-11-09,SYD-BNE,Economy,16906.0
1992-11-16,SYD-BNE,Economy,17649.0
1987-06-22,SYD-BNE,First,993.0
1987-06-29,SYD-BNE,First,945.0
1987-07-06,SYD-BNE,First,1043.0
1987-07-13,SYD-BNE,First,1091.0
1987-07-20,SYD-BNE,First,1054.0
1987-07-27,SYD-BNE,First,1190.0
1987-08-03,SYD-BNE,First,1010.0
1987-08-10,SYD-BNE,First,1112.0
1987-08-17,SYD-BNE,First,1162.0
1987-08-24,SYD-BNE,First,1032.0
1987-08-31,SYD-BNE,First,1006.0
1987-09-07,SYD-BNE,First,1219.0
1987-09-21,SYD-BNE,First,1102.0
1987-09-28,SYD-BNE,First,1075.0
1987-10-05,SYD-BNE,First,1067.0
1987-10-12,SYD-BNE,First,985.0
1987-10-19,SYD-BNE,First,1166.0
1987-10-26,SYD-BNE,First,1032.0
1987-11-02,SYD-BNE,First,1163.0
1987-11-09,SYD-BNE,First,1222.0
1987-11-16,SYD-BNE,First,1217.0
1987-11-23,SYD-BNE,First,1131.0
1987-11-30,SYD-BNE,First,1170.0
1987-12-07,SYD-BNE,First,952.0
1987-12-14,SYD-BNE,First,522.0
1987-12-21,SYD-BNE,First,395.0
1987-12-28,SYD-BNE,First,626.0
1988-01-04,SYD-BNE,First,737.0
1988-01-11,SYD-BNE,First,841.0
1988-01-18,SYD-BNE,First,935.0
1988-01-25,SYD-BNE,First,1074.0
1988-02-01,SYD-BNE,First,1202.0
1988-02-08,SYD-BNE,First,1231.0
1988-02-15,SYD-BNE,First,1278.0
1988-02-22,SYD-BNE,First,1138.0
1988-02-29,SYD-BNE,First,1023.0
1988-03-07,SYD-BNE,First,1193.0
1988-03-14,SYD-BNE,First,1251.0
1988-03-21,SYD-BNE,First,807.0
1988-03-28,SYD-BNE,First,738.0
1988-04-04,SYD-BNE,First,1140.0
1988-04-11,SYD-BNE,First,1313.0
1988-04-18,SYD-BNE,First,1277.0
1988-04-25,SYD-BNE,First,1510.0
1988-05-02,SYD-BNE,First,1441.0
1988-05-09,SYD-BNE,First,1380.0
1988-05-16,SYD-BNE,First,1381.0
1988-05-23,SYD-BNE,First,1269.0
1988-05-30,SYD-BNE,First,1371.0
1988-06-06,SYD-BNE,First,1191.0
1988-06-13,SYD-BNE,First,1285.0
1988-06-20,SYD-BNE,First,1484.0
1988-06-27,SYD-BNE,First,1437.0
1988-07-04,SYD-BNE,First,1480.0
1988-07-11,SYD-BNE,First,1501.0
1988-07-18,SYD-BNE,First,1314.0
1988-07-25,SYD-BNE,First,1258.0
1988-08-01,SYD-BNE,First,1095.0
1988-08-08,SYD-BNE,First,1273.0
1988-08-15,SYD-BNE,First,1353.0
1988-08-22,SYD-BNE,First,1447.0
1988-08-29,SYD-BNE,First,1307.0
1988-09-05,SYD-BNE,First,1457.0
1988-09-12,SYD-BNE,First,1339.0
1988-09-19,SYD-BNE,First,1444.0
1988-09-26,SYD-BNE,First,1007.0
1988-10-03,SYD-BNE,First,1220.0
1988-10-10,SYD-BNE,First,1030.0
1988-10-17,SYD-BNE,First,1283.0
1988-10-24,SYD-BNE,First,1152.0
1988-10-31,SYD-BNE,First,1211.0
1988-11-07,SYD-BNE,First,1262.0
1988-11-14,SYD-BNE,First,1279.0
1988-11-21,SYD-BNE,First,1210.0
1988-11-28,SYD-BNE,First,1198.0
1988-12-05,SYD-BNE,First,1095.0
1988-12-12,SYD-BNE,First,869.0
1988-12-19,SYD-BNE,First,466.0
1988-12-26,SYD-BNE,First,550.0
1989-01-02,SYD-BNE,First,679.0
1989-01-09,SYD-BNE,First,872.0
1989-01-16,SYD-BNE,First,890.0
1989-01-23,SYD-BNE,First,914.0
1989-01-30,SYD-BNE,First,1254.0
1989-02-06,SYD-BNE,First,1248.0
1989-02-13,SYD-BNE,First,1156.0
1989-02-20,SYD-BNE,First,1154.0
1989-02-27,SYD-BNE,First,1172.0
1989-03-06,SYD-BNE,First,1327.0
1989-03-13,SYD-BNE,First,1025.0
1989-03-20,SYD-BNE,First,860.0
1989-03-27,SYD-BNE,First,1002.0
1989-04-03,SYD-BNE,First,1023.0
1989-04-10,SYD-BNE,First,1241.0
1989-04-17,SYD-BNE,First,993.0
1989-04-24,SYD-BNE,First,1151.0
1989-05-01,SYD-BNE,First,1098.0
1989-05-08,SYD-BNE,First,1141.0
1989-05-15,SYD-BNE,First,1077.0
1989-05-22,SYD-BNE,First,1000.0
1989-05-29,SYD-BNE,First,1205.0
1989-06-05,SYD-BNE,First,956.0
1989-06-12,SYD-BNE,First,1063.0
1989-06-19,SYD-BNE,First,1042.0
1989-06-26,SYD-BNE,First,949.0
1989-07-03,SYD-BNE,First,1048.0
1989-07-10,SYD-BNE,First,976.0
1989-07-17,SYD-BNE,First,941.0
1989-07-24,SYD-BNE,First,851.0
1989-07-31,SYD-BNE,First,1008.0
1989-08-07,SYD-BNE,First,798.0
1989-08-14,SYD-BNE,First,254.0
1989-08-21,SYD-BNE,First,0.0
1989-08-28,SYD-BNE,First,0.0
1989-09-04,SYD-BNE,First,0.0
1989-09-11,SYD-BNE,First,0.0
1989-09-18,SYD-BNE,First,0.0
1989-09-25,SYD-BNE,First,0.0
1989-10-02,SYD-BNE,First,0.0
1989-10-09,SYD-BNE,First,20.0
1989-10-16,SYD-BNE,First,5.0
1989-10-23,SYD-BNE,First,151.0
1989-10-30,SYD-BNE,First,246.0
1989-11-06,SYD-BNE,First,234.0
1989-11-13,SYD-BNE,First,244.0
1989-11-20,SYD-BNE,First,312.0
1989-11-27,SYD-BNE,First,267.0
1989-12-04,SYD-BNE,First,272.0
1989-12-11,SYD-BNE,First,414.0
1989-12-18,SYD-BNE,First,172.0
1989-12-25,SYD-BNE,First,259.0
1990-01-01,SYD-BNE,First,314.0
1990-01-08,SYD-BNE,First,428.0
1990-01-15,SYD-BNE,First,558.0
1990-01-22,SYD-BNE,First,498.0
1990-01-29,SYD-BNE,First,683.0
1990-02-05,SYD-BNE,First,678.0
1990-02-12,SYD-BNE,First,729.0
1990-02-19,SYD-BNE,First,673.0
1990-02-26,SYD-BNE,First,726.0
1990-03-05,SYD-BNE,First,637.0
1990-03-12,SYD-BNE,First,675.0
1990-03-19,SYD-BNE,First,651.0
1990-03-26,SYD-BNE,First,757.0
1990-04-02,SYD-BNE,First,598.0
1990-04-09,SYD-BNE,First,600.0
1990-04-16,SYD-BNE,First,644.0
1990-04-23,SYD-BNE,First,732.0
1990-04-30,SYD-BNE,First,671.0
1990-05-07,SYD-BNE,First,650.0
1990-05-14,SYD-BNE,First,644.0
1990-05-21,SYD-BNE,First,660.0
1990-05-28,SYD-BNE,First,647.0
1990-06-04,SYD-BNE,First,636.0
1990-06-11,SYD-BNE,First,716.0
1990-06-18,SYD-BNE,First,723.0
1990-06-25,SYD-BNE,First,672.0
1990-07-02,SYD-BNE,First,582.0
1990-07-09,SYD-BNE,First,656.0
1990-07-16,SYD-BNE,First,672.0
1990-07-23,SYD-BNE,First,586.0
1990-07-30,SYD-BNE,First,603.0
1990-08-06,SYD-BNE,First,628.0
1990-08-13,SYD-BNE,First,661.0
1990-08-20,SYD-BNE,First,651.0
1990-08-27,SYD-BNE,First,634.0
1990-09-03,SYD-BNE,First,584.0
1990-09-10,SYD-BNE,First,702.0
1990-09-17,SYD-BNE,First,580.0
1990-09-24,SYD-BNE,First,590.0
1990-10-01,SYD-BNE,First,755.0
1990-10-08,SYD-BNE,First,635.0
1990-10-15,SYD-BNE,First,757.0
1990-10-22,SYD-BNE,First,590.0
1990-10-29,SYD-BNE,First,551.0
1990-11-05,SYD-BNE,First,610.0
1990-11-12,SYD-BNE,First,684.0
1990-11-19,SYD-BNE,First,690.0
1990-11-26,SYD-BNE,First,530.0
1990-12-03,SYD-BNE,First,648.0
1990-12-10,SYD-BNE,First,505.0
1990-12-17,SYD-BNE,First,189.0
1990-12-24,SYD-BNE,First,201.0
1990-12-31,SYD-BNE,First,295.0
1991-01-07,SYD-BNE,First,409.0
1991-01-14,SYD-BNE,First,408.0
1991-01-21,SYD-BNE,First,317.0
1991-01-28,SYD-BNE,First,489.0
1991-02-04,SYD-BNE,First,428.0
1991-02-11,SYD-BNE,First,497.0
1991-02-18,SYD-BNE,First,453.0
1991-02-25,SYD-BNE,First,423.0
1991-03-04,SYD-BNE,First,461.0
1991-03-11,SYD-BNE,First,455.0
1991-03-18,SYD-BNE,First,400.0
1991-03-25,SYD-BNE,First,339.0
1991-04-01,SYD-BNE,First,422.0
1991-04-08,SYD-BNE,First,382.0
1991-04-15,SYD-BNE,First,401.0
1991-04-22,SYD-BNE,First,467.0
1991-04-29,SYD-BNE,First,397.0
1991-05-06,SYD-BNE,First,372.0
1991-05-13,SYD-BNE,First,444.0
1991-05-20,SYD-BNE,First,416.0
1991-05-27,SYD-BNE,First,379.0
1991-06-03,SYD-BNE,First,499.0
1991-06-10,SYD-BNE,First,465.0
1991-06-17,SYD-BNE,First,458.0
1991-06-24,SYD-BNE,First,468.0
1991-07-01,SYD-BNE,First,448.0
1991-07-08,SYD-BNE,First,422.0
1991-07-15,SYD-BNE,First,534.0
1991-07-22,SYD-BNE,First,362.0
1991-07-29,SYD-BNE,First,425.0
1991-08-05,SYD-BNE,First,343.0
1991-08-12,SYD-BNE,First,458.0
1991-08-19,SYD-BNE,First,462.0
1991-08-26,SYD-BNE,First,447.0
1991-09-02,SYD-BNE,First,343.0
1991-09-09,SYD-BNE,First,459.0
1991-09-16,SYD-BNE,First,546.0
1991-09-23,SYD-BNE,First,517.0
1991-09-30,SYD-BNE,First,464.0
1991-10-07,SYD-BNE,First,423.0
1991-10-14,SYD-BNE,First,402.0
1991-10-21,SYD-BNE,First,398.0
1991-10-28,SYD-BNE,First,376.0
1991-11-04,SYD-BNE,First,470.0
1991-11-11,SYD-BNE,First,458.0
1991-11-18,SYD-BNE,First,407.0
1991-11-25,SYD-BNE,First,356.0
1991-12-02,SYD-BNE,First,419.0
1991-12-09,SYD-BNE,First,407.0
1991-12-16,SYD-BNE,First,233.0
1991-12-23,SYD-BNE,First,263.0
1991-12-30,SYD-BNE,First,261.0
1992-01-06,SYD-BNE,First,261.0
1992-01-13,SYD-BNE,First,232.0
1992-01-20,SYD-BNE,First,326.0
1992-01-27,SYD-BNE,First,608.0
1992-02-03,SYD-BNE,First,920.0
1992-02-10,SYD-BNE,First,929.0
1992-02-17,SYD-BNE,First,859.0
1992-02-24,SYD-BNE,First,925.0
1992-03-02,SYD-BNE,First,899.0
1992-03-09,SYD-BNE,First,967.0
1992-03-16,SYD-BNE,First,1119.0
1992-03-23,SYD-BNE,First,929.0
1992-03-30,SYD-BNE,First,924.0
1992-04-06,SYD-BNE,First,886.0
1992-04-13,SYD-BNE,First,841.0
1992-04-20,SYD-BNE,First,906.0
1992-04-27,SYD-BNE,First,915.0
1992-05-04,SYD-BNE,First,894.0
1992-05-11,SYD-BNE,First,947.0
1992-05-18,SYD-BNE,First,820.0
1992-05-25,SYD-BNE,First,879.0
1992-06-01,SYD-BNE,First,724.0
1992-06-08,SYD-BNE,First,794.0
1992-06-15,SYD-BNE,First,709.0
1992-06-22,SYD-BNE,First,711.0
1992-06-29,SYD-BNE,First,685.0
1992-07-06,SYD-BNE,First,658.0
1992-07-13,SYD-BNE,First,615.0
1992-07-20,SYD-BNE,First,619.0
1992-07-27,SYD-BNE,First,608.0
1992-08-03,SYD-BNE,First,585.0
1992-08-10,SYD-BNE,First,672.0
1992-08-17,SYD-BNE,First,719.0
1992-08-24,SYD-BNE,First,710.0
1992-08-31,SYD-BNE,First,707.0
1992-09-07,SYD-BNE,First,762.0
1992-09-14,SYD-BNE,First,663.0
1992-09-21,SYD-BNE,First,715.0
1992-09-28,SYD-BNE,First,675.0
1992-10-05,SYD-BNE,First,667.0
1992-10-12,SYD-BNE,First,748.0
1992-10-19,SYD-BNE,First,736.0
1992-10-26,SYD-BNE,First,605.0
1992-11-02,SYD-BNE,First,719.0
1992-11-09,SYD-BNE,First,694.0
1992-11-16,SYD-BNE,First,773.0
1989-07-10,SYD-OOL,Business,136.0
1989-07-17,SYD-OOL,Business,166.0
1989-07-24,SYD-OOL,Business,150.0
1989-07-31,SYD-OOL,Business,220.0
1989-08-07,SYD-OOL,Business,197.0
1989-08-14,SYD-OOL,Business,95.0
1989-08-21,SYD-OOL,Business,0.0
1989-08-28,SYD-OOL,Business,0.0
1989-09-04,SYD-OOL,Business,0.0
1989-09-11,SYD-OOL,Business,0.0
1989-09-18,SYD-OOL,Business,0.0
1989-09-25,SYD-OOL,Business,0.0
1989-10-02,SYD-OOL,Business,0.0
1989-10-09,SYD-OOL,Business,0.0
1989-10-16,SYD-OOL,Business,0.0
1989-10-23,SYD-OOL,Business,19.0
1989-10-30,SYD-OOL,Business,0.0
1989-11-06,SYD-OOL,Business,5.0
1989-11-13,SYD-OOL,Business,10.0
1989-11-20,SYD-OOL,Business,10.0
1989-11-27,SYD-OOL,Business,27.0
1989-12-04,SYD-OOL,Business,39.0
1989-12-11,SYD-OOL,Business,42.0
1989-12-18,SYD-OOL,Business,73.0
1989-12-25,SYD-OOL,Business,38.0
1990-01-01,SYD-OOL,Business,18.0
1990-01-08,SYD-OOL,Business,94.0
1990-01-15,SYD-OOL,Business,118.0
1990-01-22,SYD-OOL,Business,101.0
1990-01-29,SYD-OOL,Business,158.0
1990-02-05,SYD-OOL,Business,158.0
1990-02-12,SYD-OOL,Business,165.0
1990-02-19,SYD-OOL,Business,163.0
1990-02-26,SYD-OOL,Business,156.0
1990-03-05,SYD-OOL,Business,127.0
1990-03-12,SYD-OOL,Business,141.0
1990-03-19,SYD-OOL,Business,123.0
1990-03-26,SYD-OOL,Business,113.0
1990-04-02,SYD-OOL,Business,201.0
1990-04-09,SYD-OOL,Business,228.0
1990-04-16,SYD-OOL,Business,151.0
1990-04-23,SYD-OOL,Business,258.0
1990-04-30,SYD-OOL,Business,205.0
1990-05-07,SYD-OOL,Business,175.0
1990-05-14,SYD-OOL,Business,149.0
1990-05-21,SYD-OOL,Business,105.0
1990-05-28,SYD-OOL,Business,212.0
1990-06-04,SYD-OOL,Business,155.0
1990-06-11,SYD-OOL,Business,146.0
1990-06-18,SYD-OOL,Business,88.0
1990-06-25,SYD-OOL,Business,134.0
1990-07-02,SYD-OOL,Business,221.0
1990-07-09,SYD-OOL,Business,180.0
1990-07-16,SYD-OOL,Business,146.0
1990-07-23,SYD-OOL,Business,159.0
1990-07-30,SYD-OOL,Business,115.0
1990-08-06,SYD-OOL,Business,183.0
1990-08-13,SYD-OOL,Business,137.0
1990-08-20,SYD-OOL,Business,211.0
1990-08-27,SYD-OOL,Business,206.0
1990-09-03,SYD-OOL,Business,161.0
1990-09-10,SYD-OOL,Business,172.0
1990-09-17,SYD-OOL,Business,188.0
1990-09-24,SYD-OOL,Business,240.0
1990-10-01,SYD-OOL,Business,239.0
1990-10-08,SYD-OOL,Business,214.0
1990-10-15,SYD-OOL,Business,182.0
1990-10-22,SYD-OOL,Business,157.0
1990-10-29,SYD-OOL,Business,248.0
1990-11-05,SYD-OOL,Business,184.0
1990-11-12,SYD-OOL,Business,183.0
1990-11-19,SYD-OOL,Business,194.0
1990-11-26,SYD-OOL,Business,117.0
1990-12-03,SYD-OOL,Business,191.0
1990-12-10,SYD-OOL,Business,135.0
1990-12-17,SYD-OOL,Business,126.0
1990-12-24,SYD-OOL,Business,222.0
1990-12-31,SYD-OOL,Business,159.0
1991-01-07,SYD-OOL,Business,181.0
1991-01-14,SYD-OOL,Business,146.0
1991-01-21,SYD-OOL,Business,98.0
1991-01-28,SYD-OOL,Business,103.0
1991-02-04,SYD-OOL,Business,123.0
1991-02-11,SYD-OOL,Business,125.0
1991-02-18,SYD-OOL,Business,110.0
1991-02-25,SYD-OOL,Business,106.0
1991-03-04,SYD-OOL,Business,161.0
1991-03-11,SYD-OOL,Business,197.0
1991-03-18,SYD-OOL,Business,201.0
1991-03-25,SYD-OOL,Business,134.0
1991-04-01,SYD-OOL,Business,170.0
1991-04-08,SYD-OOL,Business,135.0
1991-04-15,SYD-OOL,Business,157.0
1991-04-22,SYD-OOL,Business,210.0
1991-04-29,SYD-OOL,Business,122.0
1991-05-06,SYD-OOL,Business,144.0
1991-05-13,SYD-OOL,Business,140.0
1991-05-20,SYD-OOL,Business,119.0
1991-05-27,SYD-OOL,Business,163.0
1991-06-03,SYD-OOL,Business,135.0
1991-06-10,SYD-OOL,Business,144.0
1991-06-17,SYD-OOL,Business,92.0
1991-06-24,SYD-OOL,Business,101.0
1991-07-01,SYD-OOL,Business,93.0
1991-07-08,SYD-OOL,Business,164.0
1991-07-15,SYD-OOL,Business,142.0
1991-07-22,SYD-OOL,Business,115.0
1991-07-29,SYD-OOL,Business,111.0
1991-08-05,SYD-OOL,Business,129.0
1991-08-12,SYD-OOL,Business,96.0
1991-08-19,SYD-OOL,Business,74.0
1991-08-26,SYD-OOL,Business,123.0
1991-09-02,SYD-OOL,Business,100.0
1991-09-09,SYD-OOL,Business,75.0
1991-09-16,SYD-OOL,Business,122.0
1991-09-23,SYD-OOL,Business,144.0
1991-09-30,SYD-OOL,Business,126.0
1991-10-07,SYD-OOL,Business,156.0
1991-10-14,SYD-OOL,Business,107.0
1991-10-21,SYD-OOL,Business,138.0
1991-10-28,SYD-OOL,Business,120.0
1991-11-04,SYD-OOL,Business,164.0
1991-11-11,SYD-OOL,Business,134.0
1991-11-18,SYD-OOL,Business,112.0
1991-11-25,SYD-OOL,Business,97.0
1991-12-02,SYD-OOL,Business,100.0
1991-12-09,SYD-OOL,Business,104.0
1991-12-16,SYD-OOL,Business,59.0
1991-12-23,SYD-OOL,Business,155.0
1991-12-30,SYD-OOL,Business,85.0
